OBJECTID,Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,Shape__Area,Shape__Length
37,6059086402,92806,6071,42.84700495,79.24861321,0.04756207,51.89794648,12.1315021,86.29744866,0.443500807,87.15619166,0,0,9510.69987,97.12428107,2195.470881,89.75,471.4107898,57.12501561,68.26839088,76.79899181,3.1,31.48562897,3.5,23.44346671,0.49,68.20648577,0,0,1.5,42.31386025,56.54245239,6.903822206,85.36403236,56.42,64.61864407,4.95,51.01360021,11.86,44.85294118,27.7,77.23361174,10,61.90282853,35.2,62.07286432,6.2,59.38313378,21.9,70.22813688,59.82958843,6.206272942,65.40595058,16.7353,73.8593,9.4054,71.4545,16.06,0.3459,0.1647,10.789,0,1.186,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1810821.7578125,5681.48215156566
38,6059086702,92801,8069,62.78125969,96.99949571,0.04716458,50.54138146,12.04309152,80.75917859,0.45052075,87.50466708,0,0,4429.479899,91.01025256,3993.075807,98.6875,471.4107898,57.12501561,75.37420551,85.06616257,37,92.29189996,16,61.54740163,1.62,91.10522833,0,0,1,35.71592211,64.60187662,7.887876304,95.54449284,57.05,65.52841476,7.45,93.50782653,16.49,73.90329013,32.3,82.77651228,17.9,83.11002842,39,67.61306533,6.7,64.51067153,25.3,81.03929024,76.72821202,7.959209458,88.86787695,16.0491,79.4646,4.4863,70.554,13.0004,3.0611,1.5491,9.741,0,2.0944,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1675767.80859375,6416.92493462113
39,6059052404,92618,4220,17.50985035,31.58093797,0.05116215,64.72930927,10.74508168,53.32918482,0.165822326,55.17112632,4425.705853,96.34482759,1026.564351,64.15353838,1246.74854,70.5125,411.3763722,47.2961159,,,14.25,73.68421053,34.5,82.8988876,0.53,71.14493713,5,51.21797564,6.2,80.2978236,66.9530749,8.174957146,96.97573118,14.27,3.115653041,,,5.82,2.754237288,6,25.8921792,10.8,64.81255921,11.9,14.48492462,5.3,48.25611661,,,20.64819504,2.141888947,8.57286939,11.3744,84.218,4.4076,8.1517,30.3318,0.4502,0,54.8341,0.1422,6.09,Orange ,Irvine,CalEnviroScreen 3.0 Disadvantaged Communities Only,34203799.671875,26659.9074226812
40,6059087405,92805,5627,63.75987096,97.3903177,0.04716458,50.54138146,12.08608968,83.5096453,0.465913813,88.36341008,0,0,5033.723307,92.48562141,2362.63245,91.175,471.4107898,57.12501561,82.31566529,91.27914304,15,74.93467712,17.5,64.22048813,0.81,81.66776969,0,0,4.4,71.36311569,65.68567145,8.020207437,96.35345364,53.66,60.99202393,6.66,85.78393636,12.87,53.10319043,41.6,91.09086307,12.2,69.22452294,61.1,92.37437186,10.5,88.07912546,31.4,92.48415716,76.63849584,7.949902974,88.74180535,17.7181,76.8438,5.4381,85.8006,9.0101,0.853,0,4.3362,0,0,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1682382.65625,6729.09174771209
41,6059087403,92805,3701,56.77887578,93.77206253,0.04716458,50.54138146,12.08298266,83.24828874,0.927119005,97.74735532,0,0,4593.830078,91.46036509,3249.606815,96.925,471.4107898,57.12501561,90.8266894,97.37870195,0.1,2.071668533,8.5,42.07205711,1.475,90.08603574,0,0,0.5,22.08476518,58.28981078,7.117174319,88.42563783,55.28,63.04835494,6.99,89.79984604,13.28,55.72033898,50.1,96.58314351,11.6,67.45161727,57,89.17085427,10.8,89.18532015,24.6,79.06210393,76.90672724,7.977727289,88.99394856,15.3472,79.8163,4.8365,87.3277,7.3764,0.1891,0,2.8371,1.6752,0.5944,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,903649.9296875,4575.41871191392
42,6059011502,92831,4485,36.5549982,69.94452849,0.04791979,53.72744244,12.19776902,88.27629123,0.39919314,84.82887368,0,0,4785.879964,92.01050263,1546.702858,79.0125,679.2355825,75.18421381,74.83807671,84.51165721,27.2,87.383352,44.25,87.92960319,1.91,92.28325612,0,0,0,0,64.30237084,7.851306707,95.25824518,44.1,47.70687936,3.88,23.91583269,11.58,42.85892323,11,45.17843584,4.2,32.64311815,33.5,59.3718593,9.2,82.74336283,14.9,38.09885932,44.88383609,4.655912647,42.54916793,14.2029,76.165,9.6321,46.2207,31.2375,3.0992,0,16.5663,0,2.8763,Orange ,Fullerton,CalEnviroScreen 3.0 Disadvantaged Communities Only,1956008.8046875,5982.06785538636
43,6059011403,92831,6654,41.49198662,77.3197176,0.04791979,53.72744244,12.18148916,87.89047915,0.272555758,73.45364032,0,0,3958.203369,89.12228057,540.4649528,23.975,685.445108,75.65879855,80.92645653,90.09451796,70.65,98.20828667,53.75,91.11738336,3.695,96.99536731,0,0,4,70.42382589,64.9431708,7.929548255,95.83074051,43.59,46.99651047,4.57,40.46702592,11.15,39.08275174,20.7,65.9453303,4.3,33.30626607,40,69.15829146,7.3,69.9765747,18.2,55.13307985,50.44300226,5.232578867,51.03378719,17.6285,72.4076,9.9639,56.2068,28.7346,1.7884,0.2555,8.3709,0,4.6438,Orange ,Fullerton,CalEnviroScreen 4.0 Top 25%,2150516.1953125,6755.73516465299
44,6059110603,90621,8669,54.65560319,92.25920323,0.04676708,48.45052894,12.04708332,80.94586185,0.550686944,91.53702551,0,0,3290.136597,85.88397099,2015.285985,87.375,422.1670256,48.63244661,70.16256556,79.3068683,20.2,82.06420306,17.75,64.45293043,0.435,64.63269358,6,58.69382612,5,75.67010309,66.5452256,8.125158828,96.73926571,51.25,58.22532403,4.19,31.07518604,12.23,47.75672981,31.6,81.92862566,21.4,88.34754365,45.8,77.19849246,9,81.68922436,30.2,90.87452471,64.8467144,6.726711975,72.7433182,14.4653,77.8521,7.6825,60.3184,17.0377,0.9805,0.2076,20.5214,0,0.9344,Orange ,Buena Park,CalEnviroScreen 4.0 Top 25%,2785054.1171875,8240.35875161475
45,6059087102,92801,7084,49.82379274,87.64498235,0.04676708,48.45052894,12.04309152,80.75917859,0.334778518,79.82576229,5.82e-06,0.379310345,4363.900065,90.76019005,3247.386483,96.9,471.4107898,57.12501561,65.48142218,73.53497164,80,98.73086973,0.6,3.304001328,2.985,96.00264725,0,0,2,52.89805269,60.70695119,7.412306682,91.77349098,57.05,65.52841476,4.97,51.48832435,16.49,73.90329013,16.9,59.56719818,7.8,52.51048856,42.3,72.57537688,6.2,59.38313378,27.4,85.75411914,64.79903653,6.72176623,72.60463944,18.0689,77.8515,4.0796,66.3608,12.1118,6.7476,2.0751,10.8837,0,1.821,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,2128652.1171875,6494.80965340786
46,6059063604,92627,4070,33.33098878,64.63691377,0.04632538,46.9943995,11.13339467,56.00497822,0.292339283,75.49471064,0,0,2799.806722,83.92098025,637.1856331,31.2125,212.6662563,8.492569002,46.16642587,46.07435413,96,99.19746174,45.5,88.49410593,2.955,95.96293845,1,12.45275094,3.5,66.68957617,53.20266319,6.496034608,78.58120722,38.63,39.05782652,4.17,30.58763151,8.36,15.98953141,25.2,73.62692989,11.2,66.23359047,36.7,64.17085427,6.6,63.41749089,26.8,84.46134347,49.46351914,5.130974632,49.36964196,11.6953,74.0541,14.2506,49.2138,40.9091,0.3686,0.7862,4.7174,0,4.0049,Orange ,Costa Mesa,CalEnviroScreen 3.0 Disadvantaged Communities Only,1732925.9140625,5217.25748115951
47,6059063605,92627,5387,45.06337558,82.07261725,0.04676708,48.45052894,11.02767211,55.10889857,0.29932051,76.36589919,0,0,2789.603312,83.87096774,1289.267001,71.9,182.1837326,6.182090671,66.71155582,74.9968494,57.15,97.01381112,50.1,90.18761415,1.515,90.40370615,0,0,2.25,55.50973654,56.94726074,6.953249225,86.1107654,44.15,47.80658026,5.56,65.83269181,9.37,24.21485543,36.1,86.35788408,11.8,68.15536608,67.1,96.09296482,5.2,46.99375325,37,97.41444867,62.47712961,6.480909014,69.47806354,13.1428,81.214,5.6432,76.4247,19.974,0.8539,0,1.1509,0,1.5964,Orange ,Costa Mesa,CalEnviroScreen 4.0 Top 25%,1512290.859375,5516.32160491852
48,6059086306,92806,4773,39.08913234,73.6132123,0.04791979,53.72744244,12.1069974,85.01555694,0.174759327,57.31176105,0.001477449,5.827586207,6157.759928,94.22355589,2643.021664,93.7,471.4107898,57.12501561,54.9807679,58.77756774,14.25,73.68421053,6.55,36.24439648,1.885,92.15089345,0,0,4.1,70.60710195,60.32148065,7.365240806,91.37523335,53.56,60.86739781,5.57,66.05080831,11.28,40.25423729,21.9,68.03340926,6.9,48.19326025,21.6,37.39949749,0.3,0.078084331,24.7,79.30291508,51.16279054,5.307244307,52.20625315,23.8634,63.964,12.1726,58.8728,20.4693,1.4456,0.6076,13.6811,0,4.9235,Orange ,Anaheim,CalEnviroScreen 3.0 Disadvantaged Communities Only,2818075.203125,9960.85060685688
49,6059076204,92867,4639,40.73004318,76.23550177,0.04791979,53.72744244,12.07421344,82.82514001,0.277073855,73.8892346,0.040845248,19.68965517,18137,99.42485621,707.5459158,36.6625,455.776806,54.78955914,71.36959076,80.71833648,104.95,99.40276222,21.25,69.79910344,9.12,99.21906023,0,0,11.1,92.85223368,65.89543764,8.045819847,96.42812694,32.65,29.77318046,3.27,12.38131896,10.46,33.67397807,40.3,90.21766641,15.8,78.99580457,45.9,77.31155779,5.2,46.99375325,21.3,68.11153359,48.80111114,5.062261392,48.52496218,18.6894,76.6113,4.6993,79.8017,9.4848,0.7976,2.2203,6.4022,0,1.2934,Orange ,Orange,CalEnviroScreen 4.0 Top 25%,9401925.03515625,14786.6525268604
50,6059087504,92802,7286,48.83294563,86.56076652,0.04756207,51.89794648,11.99793581,78.00871189,0.372465022,82.94959552,0,0,4657.823324,91.69792448,1786.833187,83.5875,471.4107898,57.12501561,63.75928557,71.26654064,4.85,41.45203434,5,30.88162045,0.865,82.80608868,0,0,0,0,53.38708578,6.51855257,78.92968264,44.09,47.69441675,6.44,82.75596613,9.72,27.33050847,45.9,94.19134396,19.4,85.73555285,64,94.33417085,9.9,85.82769391,41.8,99.12547529,72.21823891,7.491378661,83.00554715,16.9366,74.9108,8.1526,85.232,3.8842,0.5353,0.5353,8.1526,1.249,0.4117,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1368355.05859375,5125.56208369765
51,6059099601,92683,7230,51.94395119,89.96469995,0.0438112,35.15868077,11.63442241,64.04480398,0.480909945,89.11014312,0,0,4824.796713,92.08552138,2418.153459,91.85,360.3298142,37.08005495,72.18030215,81.73913043,17.5,78.61142217,25.5,75.41092479,1.805,91.91264064,0,0,6,79.95418099,62.64830579,7.649345693,93.82700685,37.26,36.86440678,5.72,69.34821658,12.73,52.28065803,21.9,68.03340926,24.2,91.5956151,50.2,82.13567839,6.8,65.62988027,26.2,83.07984791,65.46298999,6.790639785,73.70146243,15.2282,72.5311,12.2407,36.5698,18.2849,0.6501,0.2905,40.6777,2.6418,0.8852,Orange ,Westminster,CalEnviroScreen 4.0 Top 25%,4692795.51953125,9762.48954592665
52,6059087404,92805,3891,47.79991963,85.24962179,0.04756207,51.89794648,12.07345107,82.76291226,0.302422318,76.72682016,0,0,5406.233399,93.17329332,742.2361935,39.65,471.4107898,57.12501561,91.47927638,97.80718336,19.15,81.01903695,11.5,50.87165864,0.12,20.31767042,0,0,4.4,71.36311569,56.50002971,6.898642406,85.3018046,60.87,70.0772682,3.94,25.21170131,14.68,64.45663011,44.9,93.60921286,17.2,81.70253079,49.8,81.49497487,8.7,79.72410203,20.6,65.18377693,66.79572635,6.928887863,75.59253656,16.3711,77.8206,5.8083,90.3881,5.834,0.7967,0,2.9812,0,0,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,749814.03125,4024.37707373912
53,6059086407,92806,6379,49.71747475,87.56933938,0.0482775,55.38270068,12.11090474,85.26446795,0.171650158,56.67703796,0,0,17758.23373,99.36234059,3908.042842,98.575,471.4107898,57.12501561,51.31014523,53.23251418,30,88.74580067,9,43.84858044,0.68,77.61747187,0,0,8.5,87.72050401,61.99708021,7.56983118,93.22962041,53.98,61.37836491,5.75,69.98973569,11.36,40.98953141,19.6,64.09769679,,,35.2,62.07286432,8.6,78.96928683,22.3,71.57160963,63.3152042,6.567844589,70.54967221,13.6699,77.7708,8.5593,66.4054,19.4701,0.4076,0.2979,9.8605,2.085,1.4736,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,3213929.57421875,10777.4865019199
54,6059021813,92807,4,,,0.0482775,55.38270068,12.15676107,87.23086497,0.433009124,86.70815184,0.034566747,18.86206897,33722.03385,99.82495624,1508.048588,78.2375,512.600128,61.68352691,,,56.15,96.80851064,3.75,25.08716586,7.875,98.94109861,0,0,1.5,42.31386025,64.01287756,7.815959635,95.12134412,24.64,15.777667,,,9.69,27.01894317,,,,,,,,,,,,,,0,100,0,100,0,0,0,0,0,0,Orange ,Anaheim,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count",6835879.1640625,14956.7319649588
55,6059074003,92707,4230,48.50356288,86.15733737,0.04863521,56.96328563,11.83444921,70.72806472,0.425891076,86.37212197,0.60766128,39.82758621,3884.039877,88.75968992,2663.363656,93.8375,409.3622548,46.48432621,70.57366765,79.89918084,106.8,99.42142591,151.2,98.30649178,6.8,98.72931833,0,0,2.5,59.17525773,70.61481254,8.622054585,98.69321717,52.51,59.40927218,6.05,76.12265846,11.33,40.75274177,25.6,74.33561124,9.9,61.53742049,29.9,53.86934673,4.8,41.8401874,10.7,16.92015209,54.23105053,5.625522594,56.4422592,13.5225,81.2057,5.2719,62.4113,20.8274,3.0733,0,12.4586,0.1182,1.1111,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,5220588.6171875,11894.6702950197
56,6059074004,92707,7765,38.25961713,72.52899647,0.0482775,55.38270068,11.67258364,65.28935905,0.119172143,43.18606098,1.300151233,44.44827586,3399.393351,86.3715929,785.3269599,43.1125,406.5292102,44.41114025,58.37245495,63.55387524,14,73.36692796,34.85,83.03171177,0.9,83.40172071,0,0,1.25,38.99198167,55.73244822,6.804920858,83.70877411,50.53,57.31555334,5.5,64.47267129,10.95,37.41276171,19.4,63.75601114,13.1,71.67411016,25.9,46.18090452,3.8,28.20145757,21,66.85678074,54.20042414,5.622345642,56.40443772,12.0283,76.3039,11.6677,62.6401,17.3857,0.631,0.3606,15.7888,0,3.1938,Orange ,Santa Ana,CalEnviroScreen 3.0 Disadvantaged Communities Only,1945951.96484375,5997.09049835397
57,6059086404,92805,6350,49.94237415,87.79626828,0.04756207,51.89794648,12.10111423,84.61729932,0.547583999,91.41257001,0,0,7957.883301,96.14903726,2801.93563,94.775,471.4107898,57.12501561,79.04017471,88.43100189,4.05,37.58865248,12.5,53.09646356,1.04,85.5989411,0,0,5.6,77.75486827,63.96991757,7.81071423,95.08400747,48.5,54.27467597,6.23,79.40723634,11.52,42.39780658,36.4,86.72487978,14.7,76.64095277,34.6,61.08040201,4.6,39.21134826,19.1,59.27756654,61.64013475,6.394085443,68.17952597,13.4803,78.126,8.3937,82.063,8.9764,0.1575,0,8.0157,0,0.7874,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1704564.12109375,5582.31396251638
58,6059011714,92806,898,42.6052639,78.8325769,0.04791979,53.72744244,12.18271371,87.9029247,0.416997726,85.87429994,0,0,85014.73307,99.98749687,2391.143118,91.5,467.3786475,56.20082428,18.31150321,10.58601134,161.9,99.88801792,34,82.64984227,17.11,99.88087359,0,0,13.5,95.00572738,65.64321404,8.015023396,96.31611699,55.47,63.34745763,7.69,95.16294586,11.7,43.70638086,,,1,6.266071187,21.9,38.1281407,3.2,19.58615305,23.7,76.34980989,51.24406924,5.31567555,52.35753908,13.6971,83.5189,2.784,43.2071,27.6169,8.4633,0,14.2539,0,6.4588,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,9092907.09765625,13040.4802960855
59,6059087401,92805,4946,45.95443016,83.1820474,0.04716458,50.54138146,12.06219817,81.90416926,0.493060134,89.60796515,0,0,5428.546712,93.19829957,1445.97027,76.825,471.4107898,57.12501561,57.22763532,61.75173283,53.75,96.49122807,10,47.43483314,0.53,71.14493713,0,0,12.5,94.11225659,63.19168065,7.715691656,94.38705663,60.87,70.0772682,6.48,83.30767257,14.68,64.45663011,15.4,56.16299671,3,23.76505616,23.7,42.11055276,5.4,49.85684539,15.1,39.20152091,57.41662567,5.955970276,61.53555219,15.6288,76.9309,7.4404,46.4011,21.2495,1.5568,0.0202,27.7396,0,3.0328,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1487519.7265625,6123.0481243152
60,6059089105,92703,6889,43.85724351,80.62279375,0.04716458,50.54138146,11.81281615,70.11823273,0.234347267,67.84069695,0,0,3573.829997,87.12178045,1621.964929,80.55,409.3622548,46.48432621,83.97249581,92.58979206,2.35,27.64091079,1,6.973269135,0.365,57.61747187,0,0,0.2,9.667812142,48.06381508,5.868582275,65.21468575,61.09,70.35144566,4.65,42.51988709,16.08,71.88434696,49.2,96.11490762,19.4,85.73555285,59.4,91.26884422,7.5,71.66840187,21.2,67.71863118,72.04324706,7.473226319,82.8290469,15.4739,77.602,6.9241,90.376,1.4661,0,0,8.1579,0,0,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,1769043.6953125,5207.84440570042
61,6059087805,92804,7494,38.09103424,72.28946041,0.04539285,42.56378345,11.91218386,73.61543248,0.093059317,34.87243311,2.070159304,47.96551724,4179.470011,90.07251813,821.6868412,45.7875,566.8714712,66.34195079,74.12905392,83.65469439,22.5,84.21052632,18,65.31628756,2.7,95.23494375,0,0,1,35.71592211,59.10466445,7.216667789,89.71997511,34.96,33.36241276,4.18,30.84423916,9.62,26.40827517,27.8,77.33485194,12.7,70.52375152,40.2,69.48492462,9,81.68922436,19,58.77059569,50.88282266,5.278202538,51.75239536,15.4123,77.7155,6.8722,55.2175,17.494,5.044,0,18.1078,3.0157,1.1209,Orange ,Stanton,CalEnviroScreen 3.0 Disadvantaged Communities Only,1902113.3671875,5845.80969568735
62,6059074005,92707,7903,40.30995106,75.50428643,0.0482775,55.38270068,11.79960929,69.63285625,0.158493841,53.36652147,2.760060158,49.93103448,3577.859986,87.13428357,860.9388195,48.5875,409.3622548,46.48432621,76.15219441,85.83490863,0.1,2.071668533,12.75,53.39531795,0.585,73.77895433,0,0,2,52.89805269,53.50577718,6.533044765,79.20348475,47.39,52.71684945,5.1,55.06800103,10.32,32.49002991,33.5,83.97873956,17.6,82.47394776,37.2,64.89949749,7.4,70.90057262,19,58.77059569,59.48148204,6.170162995,64.88905698,13.5265,75.4017,11.0717,74.845,10.477,0.8478,0.3037,11.1477,2.189,0.1898,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,1853946.015625,6353.70286695665
63,6059074200,92707,9608,44.25713745,81.17750883,0.04863521,56.96328563,11.81227965,70.10578718,0.110047621,40.42314872,0.074853703,23.5862069,3712.103434,87.84696174,930.716952,53.8125,409.3622548,46.48432621,91.26354379,97.65595463,5,42.60918253,25.65,75.4939399,1.03,85.47981469,0,0,0.5,22.08476518,54.78436107,6.689159605,81.91661481,55.45,63.3225324,5.21,57.72389017,11.91,45.25174477,49.3,96.16552771,16,79.37474624,44.9,75.9798995,5.4,49.85684539,19.1,59.27756654,63.78181976,6.616247789,71.07917297,12.3647,79.3714,8.2639,95.4205,3.3514,0,0.0729,0.7702,0.3851,0,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,2175886.15234375,5914.97822368676
64,6059074300,92707,4051,51.23157199,89.12002017,0.04899293,57.77224642,11.82239214,70.3795893,0.135024849,47.24331052,0,0,4186.439941,90.12253063,763.5362157,41.4875,409.3622548,46.48432621,95.67691987,99.60932577,69.35,98.09630459,77.85,95.01909348,3.16,96.43944408,0,0,5,75.67010309,62.10656542,7.583199302,93.36652147,55.45,63.3225324,6.92,89.01719271,11.91,45.25174477,51,96.93748418,12.8,70.87562593,34,60.21356784,2.1,7.144716294,28,86.79340938,65.12839201,6.755931098,73.15935451,17.3784,76.1047,6.5169,92.8166,4.2459,0,0,2.2217,0,0.7159,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,756010.24609375,3673.18314954766
65,6059074106,92704,6719,40.40119514,75.69339385,0.04716458,50.54138146,11.50696018,60.94586185,0.2356439,68.13939017,0.499940578,37.82758621,10256,97.47436859,1044.551831,60.7625,406.6997887,44.63594355,53.68695854,56.76118463,63.25,97.6110489,50,90.1544081,9.755,99.37789543,0,0,0,0,58.90024153,7.191707792,89.42128189,44.43,48.18045862,6.28,80.03592507,11.5,42.1111665,27.1,76.42369021,5.9,42.80687508,37.4,65.27638191,4.1,32.27485685,15.4,40.89987326,54.15609276,5.617747038,56.32879476,14.3474,78.7915,6.8611,71.3053,17.7854,1.3544,0,8.8406,0,0.7144,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,5592012.26953125,10386.5392136697
66,6059074108,92704,4939,45.041254,82.03479576,0.04716458,50.54138146,11.81531658,70.18046049,0.212692067,64.25637834,0,0,8122.2736,96.28657164,1330.652525,73.225,409.3622548,46.48432621,86.67382602,94.44234405,45.3,94.94214259,10.25,47.68387847,7.855,98.92786234,0,0,0.5,22.08476518,58.86061509,7.186869411,89.35905414,48.82,54.88534397,8.61,98.255068,12.58,51.09670987,47,94.72285497,8.7,56.3134389,35.2,62.07286432,2.7,13.1832379,14.8,37.47782003,60.41654192,6.267159096,66.22541604,11.7838,78.5989,9.6173,85.8473,5.5477,1.0326,0,7.5724,0,0,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,3112779.80078125,7303.62592036425
67,6059074109,92704,3358,41.01095765,76.6767524,0.04756207,51.89794648,11.80799491,69.93154947,0.198687639,61.82949596,0,0,5353.666667,93.08577144,942.3963937,54.525,409.3622548,46.48432621,86.20062384,94.17769376,9.7,59.92907801,8.8,42.6697659,1.03,85.47981469,0,0,1,35.71592211,54.24728732,6.623583007,80.8089608,48.82,54.88534397,5.12,55.60687708,12.58,51.09670987,52.5,97.45634017,12.9,71.15983218,32.4,57.62562814,2.5,10.65851119,30.1,90.67173638,59.68869329,6.191657537,65.16641452,15.4556,77.6057,6.9387,82.8172,4.735,0.1787,0,12.1203,0,0.1489,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,1249479.546875,4865.71160551957
68,6059099702,92655,7897,40.10506294,75.11346445,0.04435661,37.57311761,11.55298513,62.21530803,0.220197534,65.52582452,4.646211189,53.79310345,4370.143311,90.77269317,1800.620427,83.825,363.6298625,37.34232547,62.75338228,69.56521739,3,31.24300112,10,47.43483314,0.355,56.69093316,0,0,1.2,37.57159221,53.24707311,6.50145705,78.70566273,32.72,29.86041874,6.07,76.63587375,9.21,22.81904287,22.1,68.41305998,26.6,93.5985925,32.7,58.22864322,9,81.68922436,24,77.21166033,59.46667393,6.168626913,64.80080686,10.7509,72.2046,17.0444,19.9696,23.5153,0.9751,0,54.5017,0,1.0384,Orange ,Midway City,CalEnviroScreen 4.0 Top 25%,2839219.32421875,7790.41289777377
69,6059099802,92683,5472,50.7351547,88.60312658,0.04435661,37.57311761,11.50758339,60.99564406,0.244838284,69.29682638,0.89111199,42.13793103,4720.909994,91.83545886,1585.613766,79.825,360.3298142,37.08005495,70.76903181,80.10081916,6,46.0806271,3,22.11522497,0.865,82.80608868,0,0,4,70.42382589,56.33212211,6.878140921,85.01555694,40.9,42.94616152,6.09,77.04644598,14.16,61.36590229,25.5,74.17109593,28.1,94.62714846,57.9,90.05025126,5.7,53.8912025,35,96.08365019,71.10875313,7.376288925,81.55572365,7.9313,71.6374,20.4313,42.818,12.7924,1.2061,0,41.6849,0.2558,1.2427,Orange ,Westminster,CalEnviroScreen 4.0 Top 25%,1445956.58203125,5039.12907611192
